"","Date","Headline","Description","HeadlineTerms","DescriptionTerms"
"667","2018-03-13","UK budget watchdog pencils in 37.1 billion pound Brexit bill","Britain's government budget watchdog said on Tuesday it estimated the cost of settling Britain's outstanding liabilities to the European Union would be 37.1 billion pounds ($51.8 billion), three quarters of which would fall due in the next five years.","uk, budget, watchdog, pencils, billion, pound, brexit, bill","britain, s, government, budget, watchdog, said, tuesday, estimated, cost, settling, britain, s, outstanding, liabilities, european, union, billion, pounds, billion, three, quarters, fall, due, next, five, years"
"675","2018-03-09","UK factories start 2018 in low gear, construction tumbles","British industry kicked off 2018 in low gear and a downturn in construction deepened, according official data on Friday that suggested Britain's economy remains on a slow path ahead of Brexit.","uk, factories, start, low, gear, construction, tumbles","british, industry, kicked, low, gear, downturn, construction, deepened, according, official, data, friday, suggested, britain, s, economy, remains, slow, path, ahead, brexit"
"680","2018-03-08","May UK rate rise still likely but Brexit obscures next moves - Reuters poll","British interest rates are still expected to rise in May following a barrage of hawkish signals from Bank of England policymakers, but most economists polled by Reuters don't see a follow-up move for another year.","may, uk, rate, rise, still, likely, brexit, obscures, next, moves, reuters, poll","british, interest, rates, still, expected, rise, may, following, barrage, hawkish, signals, bank, england, policymakers, economists, polled, reuters, don, t, see, follow, move, another, year"
"684","2018-03-06","UK shoppers keep on spending more on food as inflation bites - BRC","Britain's shoppers spent more on food in the three months to February and once again cut back on non-essential purchases as the rise in inflation after the Brexit vote of 2016 squeezed their spending power, a survey showed on Tuesday.","uk, shoppers, keep, spending, food, inflation, bites, brc","britain, s, shoppers, spent, food, three, months, february, cut, back, non, essential, purchases, rise, inflation, brexit, vote, squeezed, spending, power, survey, showed, tuesday"
"690","2018-03-03","Setting out Brexit vision, Britain's May appeals to EU to show flexibility","Prime Minister Theresa May urged the European Union on Friday to show more flexibility in talks on a future relationship after Brexit, saying Britain realised it could not get all it wanted but believed an ambitious trade deal was still possible.","setting, brexit, vision, britain, s, may, appeals, eu, show, flexibility","prime, minister, theresa, may, urged, european, union, friday, show, flexibility, talks, future, relationship, brexit, saying, britain, realised, get, wanted, believed, ambitious, trade, deal, still, possible"
"691","2018-03-02","Irish PM says remains concerned about UK Brexit position","Irish Prime Minister Leo Varadkar on Friday said he remained concerned that British Prime Minister Theresa May did not fully recognise the implications of leaving the European Union's customs union and single market.","irish, pm, says, remains, concerned, uk, brexit, position","irish, prime, minister, leo, varadkar, friday, said, remained, concerned, british, prime, minister, theresa, may, fully, recognise, implications, leaving, european, union, s, customs, union, single, market"
"692","2018-03-02","Reaction to May's speech on Brexit","Following are reactions to British prime minister Theresa May's speech on Friday setting out her priorities for Brexit ahead of negotiations this year on a new relationship with the European Union.","reaction, may, s, speech, brexit","following, reactions, british, prime, minister, theresa, may, s, speech, friday, setting, priorities, brexit, ahead, negotiations, year, new, relationship, european, union"
"693","2018-03-02","EU's Barnier welcomes 'clarity' in May Brexit speech","The European Union's chief Brexit negotiator Michel Barnier welcomed ""clarity"" from Prime Minister Theresa May on Friday and her recognition that Britain faces ""trade-offs"" when it leaves the EU single market and customs union.","eu, s, barnier, welcomes, clarity, may, brexit, speech","european, union, s, chief, brexit, negotiator, michel, barnier, welcomed, clarity, prime, minister, theresa, may, friday, recognition, britain, faces, trade, offs, leaves, eu, single, market, customs, union"
"694","2018-03-02","Factbox - May sets out stance for new trade ties with EU","British Prime Minister Theresa May delivered a speech on Friday setting out her priorities for Brexit ahead of negotiations to forge a new relationship with the European Union.","factbox, may, sets, stance, new, trade, ties, eu","british, prime, minister, theresa, may, delivered, speech, friday, setting, priorities, brexit, ahead, negotiations, forge, new, relationship, european, union"
"695","2018-03-02","EU lawmaker Weber slams May Brexit speech","The German leader of the biggest party in the European Parliament, an ally of Chancellor Angela Merkel, said Friday's speech by Prime Minister Theresa May left him worried there may be no deal on Brexit.","eu, lawmaker, weber, slams, may, brexit, speech","german, leader, biggest, party, european, parliament, ally, chancellor, angela, merkel, said, friday, s, speech, prime, minister, theresa, may, left, worried, may, deal, brexit"
"696","2018-03-02","Highlights - May sets out Brexit vision for trade deal deeper than any other","British Prime Minister Theresa May set out her vision on Friday for a Brexit deal deeper and wider than any free trade agreement in the world, telling the European Union it is in their ""shared interest"".","highlights, may, sets, brexit, vision, trade, deal, deeper","british, prime, minister, theresa, may, set, vision, friday, brexit, deal, deeper, wider, free, trade, agreement, world, telling, european, union, shared, interest"
"698","2018-03-02","UK construction industry activity picks up in February - PMI","Growth in Britain's struggling construction industry picked up slightly in February, led by the commercial sector, but uncertainty linked to Brexit continued to weigh on order books, a survey showed on Friday.","uk, construction, industry, activity, picks, february, pmi","growth, britain, s, struggling, construction, industry, picked, slightly, february, led, commercial, sector, uncertainty, linked, brexit, continued, weigh, order, books, survey, showed, friday"
