"","Headline","Description","Date"
"662","UK parliament to discuss urgent question on Brexit delay process","A minister from the British government will be called to parliament later on Monday to answer an urgent question on the procedure for extending the negotiating period covering the country's exit from the European Union.","2019-03-18"
"663","Northern Irish DUP unlikely to reach breakthrough on Brexit on Monday - UTV","The Northern Irish Democratic Unionist Party (DUP) is unlikely on Monday to reach a breakthrough with Prime Minister Theresa May's government on her Brexit deal, UTV's political editor said.","2019-03-18"
"664","May's spokesman: Talks with DUP on Brexit deal are ongoing","Negotiations with Northern Ireland's Democratic Unionist Party are ongoing on Monday, Prime Minister Theresa May's spokesman said as ministers seek to secure the support they need to win a vote in parliament on the government's Brexit deal.","2019-03-18"
"665","Brexit-backing MP says 'a lot of people' still oppose May's deal","A Brexit-supporting British MP said a ""lot of people"" in parliament still remained opposed to Prime Minister Theresa May's European Union withdrawal deal, with hostility going beyond opposition to the so-called Irish backstop.","2019-03-18"
"666","Brexiteer Rees-Mogg hints he could back May's Brexit deal","Brexit-supporting Conservative lawmaker Jacob Rees-Mogg said on Monday that a bad exit deal was better than staying in the European Union, the strongest hint to date that he might support May's deal.","2019-03-18"
"667","More work to be done to secure parliament's backing on Brexit - UK's Hunt","British Foreign Secretary Jeremy Hunt said on Monday the government still had work to do to secure parliament's backing in a vote on Prime Minister Theresa May's Brexit deal, and that it would be redoubling its efforts to get there.","2019-03-18"
"668","UK government hopes to go ahead with Brexit vote on Tuesday if numbers there - Hunt","Britain's government will only hold another meaningful vote on Prime Minister Theresa May's Brexit deal on Tuesday if it is certain that the divided House of Commons would back it at a third attempt, the foreign minister said.","2019-03-18"
"669","Factbox: What is Britain's next move on Brexit?","British Prime Minister Theresa May is expected this week to try to persuade parliament to approve her Brexit deal at the third time of asking, before heading to Brussels to request a short delay to the withdrawal process.","2019-03-18"
"670","Not too late to get 'real change' to Brexit deal - Britain's Johnson","Former British Foreign Minister Boris Johnson said on Sunday it was not too late for the government to get ""real change"" to  Prime Minister Theresa May's Brexit deal and cautioned against holding another parliamentary vote on the agreement this week.","2019-03-18"
"671","Worth giving time to reach Brexit deal - German foreign minister","German foreign minister Heiko Maas said on Monday it was worthwhile giving more time to reach an agreement with Britain over its exit from the European Union, although a long Brexit extension would be difficult.","2019-03-18"
"672","Brexit spurs biggest cut in UK business investment in 10 years - BCC","British companies look set to cut investment by the most in 10 years in 2019 because of Brexit, even if Prime Minister Theresa May gets a deal to ease the country out of the bloc, an employers group said on Monday.","2019-03-18"
"673","Hammond says not there yet on Brexit vote support","The British government does not yet have the support of enough lawmakers to win a parliamentary vote on its Brexit deal but a ""significant number"" of colleagues are coming around to back the plan, finance minister Philip Hammond said on Sunday.","2019-03-17"
"674","Under pressure, May scrambles to win support for Brexit deal","Prime Minister Theresa May's government was scrambling on Sunday to get support in parliament for her Brexit deal at the third time of asking, aiming to persuade doubters with  threats and promises to avoid any move to oust her.","2019-03-17"
"675","Labour likely to back public vote on PM's deal, says Corbyn","Britain's Labour leader Jeremy Corbyn signalled on Sunday he would back a proposal by lawmakers to hold a public vote on Prime Minister Theresa May's Brexit deal if it was approved by parliament.","2019-03-17"
"676","Brexit, yellow vests take fizz out of champagne sales","Brexit and France's ""yellow vest"" protest movement pushed the number of bottles of French champagne sold last year to its lowest since 2004, trade group data showed on Sunday.","2019-03-17"
"677","Latvian foreign minister says he would back Brexit extension","Latvian Foreign Minister Edgars Rinkevics said he would encourage his government to agree to a Brexit extension ahead of a European Union summit this week.","2019-03-17"
"678","Labour's Corbyn invites UK lawmakers to help break Brexit impasse","Opposition Labour leader Jeremy Corbyn has written to lawmakers from across Britain's parliament to discuss ways to break the Brexit impasse, just days before the prime minister is expected to put her deal to another vote.","2019-03-17"
"679","Labour will force confidence motion if May's deal fails - Corbyn","Britain's opposition Labour Party would force a confidence vote in Theresa May's government if the prime minister loses another vote on her Brexit withdrawal deal, leader Jeremy Corbyn said on Sunday.","2019-03-17"
"680","UK government will only hold Brexit vote if it believes it can win - Fox","The British government will only hold a third parliamentary vote on Prime Minister Theresa May's Brexit deal this week if it believes it can win, trade minister Liam Fox said on Sunday.","2019-03-17"
