"","Headline","Description","Date"
"468","BoE's Haldane sees no need for faster rate rises than in May","Bank of England Chief Economist Andy Haldane said on Thursday he did not anticipate a faster pace of interest rate rises than the central bank had pencilled in at the time of its forecasts last month, despite his unexpected vote for a rate hike last week.","2018-06-28"
"469","Sterling rises off eight-month low as BoE's Haldane says rate hike vote not a surprise","Sterling rose on Thursday off eight-month lows against the dollar to trade flat after the Bank of England's chief economist said his vote to raise interest rates should not be considered surprising after a decade of ultra-loose monetary policy.","2018-06-28"
"470","UK consumer economy slows, manufacturing perks up in BoE, EU surveys","Britain's consumer economy remains in the doldrums despite solid growth in manufacturing, two surveys showed on Tuesday, providing mixed reading for Bank of England officials as they weigh whether to raise interest rates.","2018-06-28"
"471","'Staggering' Bank of England expenses payments shock MP","The Bank of England has paid out ""staggering"" sums on expenses to two members of its Financial Policy Committee (FPC), a lawmaker from a top parliament committee said on Tuesday.","2018-06-27"
"472","Hot weather helps UK retail sales grow at fastest pace in nine months - CBI","- Hot weather helped British retail sales growth surge during the first half of this month, adding to signs that consumers are shrugging off a lacklustre start to 2018 a survey by the Confederation of British Industry showed on Wednesday.","2018-06-27"
"473","UK house price growth slows to five-year low - Nationwide","British house prices rose at their slowest annual rate in five years this month and look set to remain subdued due to modest economic growth and squeezed household budgets, mortgage lender Nationwide said on Wednesday.","2018-06-27"
"474","As investment stalls, auto industry warns PM May: Avert a Brexit car crash","Uncertainty over Brexit has halved new investment in the British car industry and Prime Minister Theresa May should urgently change tack to keep the world's fifth largest economy in the EU's customs union, the country's main car lobby group said.","2018-06-26"
"475","New Bank of England rate-setter Haskel strikes cautious note, sterling falls","New Bank of England rate-setter Jonathan Haskel offered a more downbeat assessment of Britain's readiness for higher interest rates than the official he is due to replace, in comments that weighed on sterling on Tuesday.","2018-06-26"
"476","A third of European firms to cut investment because of Brexit - survey","One in three European firms plans to cut investment spending as a result of Brexit and more than one-tenth of those with operations in Britain expects to pull out of the country entirely, according to a survey by Swiss bank UBS .","2018-06-26"
"477","UK inflation expectations rise to joint-highest level since 2013","The British public's expectations for inflation over the next 5-10 years have risen to their joint-highest level since December 2013, and shorter-term price expectations are also on the rise, a monthly Citigroup/YouGov survey showed on Tuesday.","2018-06-26"
"478","Responding to criticism, UK says has made 'considerable steps' on post-Brexit trade","Britain has made considerable step to provide as smooth and frictionless Brexit as possible, Prime Minister Theresa May's spokesman said on Tuesday responding to criticism from the automotive industry over her strategy.","2018-06-26"
"479","Bank of England's McCafferty says must boost public confidence in QE","The Bank of England must tackle public concern about the effectiveness of its quantitative easing programme, or risk finding its hands tied during a future economic crisis, outgoing policymaker Ian McCafferty said on Tuesday.","2018-06-26"
